FollowerCount	FollowingCount
4557	82
24437	279
54453	7688
322682	37601
2774790	20342
22349	257
236123	858
488553	38857
54453	7688
7271	335
3867	2059
23792	654
12546	781
49326	42259
3867	2059
756715	12949
11147	1500
2280149	373178
120772	468
7157	73
4491415	756
9679	322
541611	2140
1043	81
5151	2195
85138	67047
392738	9364
1674046	24246
5685	942
103607	53468
3742349	58111
203788	1069
6499799	899
2745543	7828
128305	213
1043	974
38	0
1352348	331
75584	335
1424824	338
41367	71
119001	119704
92462	692
117913	1299
2413	174
185616	1001
13752	59
27683	926
335	469
267	352
78731	6212
78083	679
2256591	735
23230	495
1891961	302
219	148
49326	42259
38	0
488750	320
6375552	813
11147	1500
1720	540
671	215
17842623	46964
1634478	12567
5501	5908
708	631
254	341
8168488	76
23230	495
44034	2974
13002	310
196692	2339
41765	185
1205166	3329
697	14
58090	6
335	469
314	398
3741	1635
20	7
5922518	483
24436	1480
405315	128127
44034	2974
17842623	46964
3832	859
5151	2195
1558955	33
489	473
254	341
119001	119704
54453	7688
285735	276251
3106	3232
1912232	33395
5941	1615
186557	90762
676	243
322682	37601
614	344
45991	45604
236123	858
3200	3256
45589	862
5501	5908
158467	154157
2256591	735
2745543	7828
203788	1069
864557	7352
20542	635
23230	495
867	413
95	120
1221	313
42615	40374
10925	268
794	892
871652	140
2073	305
6071	4517
223	168
298668	551
3722	285
203788	1069
11147	1500
1140	927
6119	382
182598	1402
1611042	936
1040229	725
480412	11948
34463	29808
1209835	3
1140	927
48711	22845
2280149	373178
723800	328
867	413
131920	364
4937	80
131920	364
2696	1718
3867	2059
117913	1299
14843	12352
1682535	1015
9450	1511
120772	468
36543194	123336
16978	6715
102116	293
322682	37601
1352348	331
1205166	3329
224146	272
2745543	7828
4947410	112
794	479
1445520	260
10167	900
279	40
1674046	24246
4947410	112
794	892
655	562
9542820	2069
163145	906
1611042	936
311	266
1345	928
501043	3289
265258	209
39262	848
5941	1615
98788	2354
47006	7814
143101	128686
154830	10613
108768	57
3741	1635
5685	942
1221	313
541611	2140
3914	1439
4363	221
131920	364
132100	56571
1221	313
628	921
399	538
7937	383
209	454
219	148
2774790	20342
6684	1278
100151	31383
58090	6
3525	3115
112	243
723800	328
119001	119704
2260661	233
202030	37435
32342	2622
100836	144
108768	57
739581	10723
21591	1179
3867	2059
488750	320
5685	942
146298	49266
1352348	331
2745543	7828
488553	38857
916	518
1040229	725
5151	2195
10167	900
30426	1376
457	950
9093	672
3081505	119234
750	997
9512	12
232753	320
35420121	136440
489	473
25195	1443
30426	1376
38	0
60	146
54453	7688
2280149	373178
356712	2070
3741	1635
127	36
15002	1945
1294	431
11427	1951
30426	1376
34463	29808
2280149	373178
16978	6715
2280149	373178
154830	10613
19562	17637
823481	2667
1140	927
335	469
8168488	76
4321482	259
1682535	1015
1674046	24246
6232	551
9450	1511
3867	2059
6453	4368
1354	375
432	518
3284	704
9450	1511
2470	357
2256591	735
119001	119704
95	120
410	423
488750	320
366460	466
1433	249
28613	3557
756715	12949
30426	1376
20	7
3742349	58111
1140	927
186557	90762
21	193
177796	0
631958	674
2014	1943
3200	3256
2260661	233
25360	20872
108768	57
71597	44262
112	243
501043	3289
1525260	747
1043	974
279	40
47006	7814
5583	227
127	36
112	243
631958	674
470926	322
627949	150866
228	302
409	91
4363	221
13292	1188
163145	906
1203	689
220242	357
58090	6
206818	15196
364	927
130878	5409
1780218	2
4491415	756
92462	692
1706188	402
14771	592
10270	5625
628	921
794	479
30426	1376
219	148
8120	710
245591	266
128305	213
1706188	402
138235	780
961	57
565	613
1352348	331
565	613
44034	2974
470926	322
130850	3394
3200	3256
627	1993
3356	377
4760	425
5941	1615
242529	7561
823481	2667
254	341
480412	11948
2369	2589
6355	1117
631958	674
220242	357
186557	90762
4218	1156
26821	24787
3892	4333
20	7
489	473
268170	2087
7157	73
67736	30523
21591	1179
756715	12949
49326	42259
633	151
671	215
4189	2094
5922518	483
44027	113
4321482	259
57840	27137
631958	674
410	390
100151	31383
98788	2354
11427	1951
47006	7814
54453	7688
245591	266
1912232	33395
266407	1592
34463	29808
1611042	936
686	1560
78083	679
1040229	725
182598	1402
323	542
7157	73
2280149	373178
44034	2974
298668	551
5151	2195
3200	3256
4363	221
828774	904
1634478	12567
6231	555
103607	53468
2014	1943
67736	30523
30426	1376
5151	2195
580544	2799
281	396
9679	322
5151	2195
25360	20872
46202	93
19562	17637
143101	128686
263614	759
242529	7561
4254	247
633	183
1682535	1015
504004	3109
117913	1299
3722	285
10270	5625
657021	4535
871652	140
2256591	735
282305	2114
3832	859
44	79
49326	42259
889300	183
186557	90762
103607	53468
614689	400
265258	209
1040229	725
3741	1635
9512	12
17842623	46964
2651	2838
8370	4952
245591	266
1327	1258
2263	1656
268170	2087
2280149	373178
1525260	747
1834007	773
627	1993
513424	6
1445520	260
5751	909
17842623	46964
1607541	93
3832	859
20	7
697	14
9679	322
1641075	695
20542	635
5629637	51683
11147	1500
3106	3232
356712	2070
158467	154157
723800	328
127	36
11427	1951
221001	906
9093	672
3893	1059
5501	5908
65264	956
1345	928
352126	499
1404323	563
5708469	33
9512	12
541611	2140
489	473
1912232	33395
708	631
44	79
1404323	563
1354	375
335	469
2470	357
8168488	76
29670	0
98788	2354
131920	364
34463	29808
138235	780
671	215
10167	900
130850	3394
1404323	563
15002	1945
1043	81
267	352
185616	1001
364	927
488553	38857
409	91
889300	183
861	699
5751	909
541611	2140
39262	848
676	243
488553	38857
9351	4453
655	562
34463	29808
298668	551
356712	2070
120772	468
26821	24787
242529	7561
242529	7561
697	14
138235	780
48711	22845
614689	400
185616	1001
561	477
2651	2838
1682535	1015
2308	41
220242	357
84068	38
3892	4333
9450	1511
138235	780
2651	2838
627	1993
7157	73
44	79
63689	44
322682	37601
1682535	1015
220242	357
44	79
9679	322
3867	2059
154830	10613
1294	431
356712	2070
58734	8344
1352348	331
1834007	773
31896	746
322682	37601
7360339	95
44	79
33669	29327
65264	956
25195	1443
35420121	136440
5501	5908
513424	6
444	155
130878	5409
3867	2059
323	542
1010	1014
1682535	1015
5751	909
3081505	119234
78083	679
488750	320
65264	956
30426	1376
1834007	773
1611042	936
889300	183
33669	29327
489	473
4557	82
708	631
65264	956
1611042	936
1209835	3
5751	909
33669	29327
9512	12
2696	1718
19562	17637
9450	1511
285735	276251
3832	859
3200	3256
125512	13701
1834007	773
8168488	76
21591	1179
11018	160
1720	540
314	398
219	148
67736	30523
4368	547
1611042	936
6232	551
220242	357
563	1109
3525	3115
2745543	7828
44	79
110277	975
4321482	259
130878	5409
3638	3341
1611042	936
580544	2799
312079	497
15385	673
628	921
323	542
598	600
3741	1635
181963	208
5996	906
867	413
7271	335
20	7
3892	4333
1156	427
541611	2140
146298	49266
7554	1711
1720	540
2589	878
285735	276251
3200	3256
103607	53468
2745543	7828
95	120
292157	605
322682	37601
31049	134
1433	249
7185698	30
40	67
263614	759
5342840	33401
570772	5390
2745543	7828
53678	1751
3081505	119234
5941	1615
4491415	756
1611042	936
245591	266
203788	1069
15385	673
25195	1443
3302480	550744
3867	2059
2260661	233
236123	858
78083	679
108768	57
9542820	2069
725	645
1611042	936
655	562
9093	672
5922518	483
130878	5409
132100	56571
6119	382
3893	1059
2964	1074
32342	2622
2260661	233
627	1993
565	613
7271	335
794	892
1043	974
392738	9364
627	1993
107646	100
6061284	24
17842623	46964
3042715	3811
119001	119704
511811	0
6231	555
4189	2094
71597	44262
34463	29808
9093	672
173872	2804
131920	364
697	14
5685	942
53678	1751
1257	318
78731	6212
9590	721
9542820	2069
3638	3341
10693	935
591	401
21	193
14843	12352
119001	119704
41367	71
206818	15196
11147	1500
1410	1363
392738	9364
1040229	725
677	133
171	259
10167	900
30726	29193
1209835	3
9542820	2069
7157	73
38	0
756715	12949
2672979	78
1010	1014
30426	1376
1203	689
98788	2354
7147	737
1043	81
26821	24787
66689	12069
1043	81
220242	357
1043	81
19562	17637
3867	2059
219	148
7147	737
1445520	260
1706188	402
127	106
120772	468
39262	848
565	613
269	248
708	631
7258	98
314	398
513424	6
1912	396
1043	81
30426	1376
462071	331717
41367	71
356712	2070
470926	322
100836	144
7944051	734
2759731	108731
1043	81
30426	1376
4947410	112
9512	12
203788	1069
95	120
1388795	744
132100	56571
126738	779
5751	909
6119	382
5737	691
21591	1179
265258	209
163145	906
158467	154157
3638	3341
206818	15196
804394	1370
570772	5390
480412	11948
7157	73
794	892
804394	1370
7271	335
9512	12
9512	12
5342840	33401
580544	2799
219	148
627949	150866
2280149	373178
1682535	1015
708	631
676	243
112	243
570772	5390
828774	904
7271	335
2696	1718
158467	154157
1043	81
462071	331717
10922	6911
108768	57
2256591	735
173872	2804
627949	150866
489	473
1043	81
10693	935
3302480	550744
220242	357
3081505	119234
378	719
314	398
2273871	4524
57840	27137
5438	2260
570772	5390
1912232	33395
30426	1376
98788	2354
41765	185
5996	906
1682535	1015
254	341
591	401
5751	909
163145	906
1682535	1015
2799	888
1010	1014
565	613
268170	2087
1682535	1015
92462	692
1834007	773
756715	12949
1891961	302
628	921
7360339	95
3741	1635
823481	2667
125512	13701
57840	27137
125512	13701
7185698	30
541611	2140
7157	73
53678	1751
44	79
49326	42259
444	155
3302480	550744
220242	357
16978	6715
1203	689
285735	276251
48777	858
366460	466
92462	692
38	0
10693	935
1354	375
1271	1503
39262	848
366460	466
3722	285
4321482	259
19562	17637
5913	349
279	40
1203	689
1257	318
272	733
128305	213
48711	22845
11147	1500
3638	3341
103607	53468
5342840	33401
232753	320
127	106
708	631
163145	906
132100	56571
44034	2974
2403	1
143101	128686
267	352
146298	49266
10167	900
3741	1635
38	0
628	921
6119	382
44	79
4947410	112
25360	20872
203788	1069
2696	1718
708	631
7185698	30
1481379	147521
676	243
9450	1511
71597	44262
182598	1402
5629637	51683
15385	673
7185698	30
267	352
2470	357
5751	909
508213	554
504004	3109
9093	672
106	123
5996	906
44	79
5501	5908
241	78
9093	672
322682	37601
272	733
2745543	7828
1481379	147521
44228	661
48777	858
2273871	4524
6225470	381
9679	322
41765	185
356712	2070
1140	927
889300	183
41367	71
638283	150
32342	2622
756715	12949
1040229	725
1634478	12567
1525260	747
1912232	33395
3081505	119234
7731	976
1404323	563
30426	1376
254	534
17842623	46964
6119	382
725	645
279	40
185616	1001
1634478	12567
2014	1943
1674046	24246
804394	1370
223	168
364	927
580544	2799
739581	10723
2265389	276
312	603
279	40
64675	17442
364	927
9542820	2069
254	341
9093	672
324	424
2208080	240
5751	909
24437	279
5151	2195
7360339	95
2256591	735
24437	279
3914	1439
274	689
23230	495
228	302
1268	933
187	751
45589	862
4298	851
1433	249
628	921
671	215
2256591	735
1257	318
100151	31383
3914	1439
146298	49266
33669	29327
1040229	725
245591	266
592	193
7360339	95
5751	909
10167	900
254	341
3195	3365
10000	292
26821	24787
103607	53468
4321482	259
49326	42259
335	469
163145	906
98788	2354
8120	710
458006	10
146298	49266
356712	2070
4189	2094
5751	909
8120	710
1834007	773
38	0
4491415	756
154830	10613
3081505	119234
10693	935
462071	331717
739581	10723
3524	1881
565	613
4748	694
15385	673
5922518	483
889300	183
5751	909
26821	24787
39262	848
3914	1439
570772	5390
2380	1710
30426	1376
245591	266
219	148
45589	862
49379	5748
488553	38857
9542820	2069
1043	81
100151	31383
488750	320
85138	67047
137	131
1720	540
1912232	33395
1682535	1015
279	40
488553	38857
10167	900
177796	0
5199	437
1611042	936
9450	1511
683	133
21	193
203788	1069
14843	12352
177796	0
2651	2838
96531	87
125512	13701
143101	128686
638283	150
5751	909
971476	1867
282305	2114
108768	57
314	398
2413	174
488553	38857
2280149	373178
598	600
10167	900
11018	160
185616	1001
103607	53468
60	146
1221	313
130878	5409
19562	17637
44034	2974
322682	37601
78731	6212
1352348	331
756715	12949
279	40
182598	1402
3742349	58111
3832	859
360	644
2403	1
143101	128686
404679	3866
1611042	936
20288	1568
39262	848
2696	1718
163145	906
112	243
131920	364
16978	6715
143101	128686
3892	4333
60	146
4557	82
26821	24787
462071	331717
592	193
1512	289
44	79
28613	3557
1043	81
480412	11948
30426	1376
9542820	2069
173872	2804
7204	871
3893	1059
598	600
1043	974
44	79
750	997
64147	2860
6225470	381
365	304
1634478	12567
1404323	563
186557	90762
454514	1479
25360	20872
103607	53468
10693	935
1043	81
1607541	93
2745543	7828
21591	1179
2280149	373178
245591	266
2280149	373178
85138	67047
4947410	112
232753	320
5751	909
3106	3232
462071	331717
9542820	2069
828774	904
1445520	260
794	479
1834007	773
84068	38
9542820	2069
3302480	550744
364	927
1634478	12567
44027	113
323	542
3867	2059
125512	13701
7554	1711
39262	848
5151	2195
38	0
85138	67047
4947410	112
57840	27137
1611042	936
628	921
71597	44262
856	558
5751	909
6085071	67
11018	160
501043	3289
4557	82
98788	2354
3042715	3811
677	926
404679	3866
143101	128686
15002	1945
10270	5625
614689	400
864557	7352
1352348	331
3867	2059
3106	3232
15881	349
232753	320
158467	154157
11147	1500
627949	150866
1674046	24246
16978	6715
1354	375
356712	2070
132100	56571
7185698	30
565	613
1352348	331
823481	2667
508213	554
592	193
5342840	33401
3832	859
11769	6760
2745543	7828
1221	313
3171023	5171
236123	858
565	613
405315	128127
11427	1951
3106	3232
21591	1179
676	243
405315	128127
14843	12352
2470	357
3302480	550744
266407	1592
356712	2070
33669	29327
10167	900
2774790	20342
119001	119704
5708469	33
158467	154157
804394	1370
1706188	402
8991	3988
4189	2094
592	193
67736	30523
173872	2804
631958	674
1641075	695
60	146
4557	82
203788	1069
404679	3866
739581	10723
120772	468
1880	469
3832	859
263614	759
3832	859
5532	562
3892	4333
10270	5625
3741	1635
2280149	373178
2256591	735
10422587	147
10422587	147
889300	183
5685	942
5751	909
285735	276251
15002	1945
631958	674
2696	1718
3722	285
92462	692
739581	10723
25360	20872
1634478	12567
30426	1376
119001	119704
1271	1503
265258	209
49326	42259
24437	279
67736	30523
10167	900
20288	1568
20	7
268170	2087
10270	5625
110277	975
580544	2799
364	927
9679	322
2273871	4524
10167	900
28613	3557
260	135
1706188	402
2696	1718
263614	759
750	997
25360	20872
25360	20872
867	413
30426	1376
4189	2094
112	243
298668	551
39262	848
3892	4333
1634478	12567
323	542
24437	279
1611042	936
322682	37601
7157	73
750	997
794	892
794	892
1674046	24246
268170	2087
265258	209
20	7
3166413	276
750	997
3867	2059
1511101	72
1209835	3
2470	357
127	106
48711	22845
127	106
100151	31383
219	148
24064	5770
2696	1718
102116	293
5751	909
17842623	46964
279	40
17842623	46964
44	79
3106	3232
254	534
5922518	483
84068	38
34260	1005
2651	2838
3867	2059
21591	1179
254	534
130850	3394
9093	672
7271	335
298668	551
21	193
268170	2087
100836	144
3741	1635
627949	150866
47006	7814
171	259
196692	2339
454514	1479
78731	6212
132100	56571
206818	15196
103607	53468
314	398
78731	6212
117913	1299
177796	0
41765	185
4557	82
1140	927
708	631
6839015	968
7157	73
627	1993
628	921
8168488	76
11018	160
4189	2094
1028	1052
247	272
20288	1568
65264	956
158467	154157
756715	12949
680	1287
2696	1718
671	215
49326	42259
71597	44262
723800	328
20542	635
25195	1443
5751	909
186557	90762
6232	551
676	243
30426	1376
65264	956
2256591	735
3764	703
132100	56571
7147	737
1140	927
750	997
48772	35
254	534
219	148
1352348	331
4557	82
41367	71
5685	942
4491415	756
196692	2339
638283	150
21643	377
3892	4333
1221	313
138235	780
146298	49266
3525	3115
2591	1984
15002	1945
9450	1511
7554	1711
1445520	260
60	146
21	193
245591	266
628	921
6231	555
4870	4071
1525260	747
7897	1865
5996	906
298668	551
5151	2195
480412	11948
3722	285
405315	128127
574	32
444	155
265258	209
7185698	30
462071	331717
8120	710
245591	266
480	463
25360	20872
2403	1
1404323	563
1682535	1015
103607	53468
285735	276251
4491415	756
14843	12352
4363	221
15385	673
117913	1299
9093	672
4363	221
1352348	331
392738	9364
268170	2087
2280149	373178
34463	29808
1140	927
2651	2838
867	413
565	613
605	606
1354	375
15385	673
5751	909
50285	12186
130850	3394
15002	1945
21591	1179
98788	2354
85138	67047
565	613
3638	3341
697	14
177796	0
282305	2114
2728	237
34463	29808
1834007	773
236123	858
655	562
8120	710
867	413
125512	13701
20288	1568
58090	6
17842623	46964
1241	669
11147	1500
4491415	756
98788	2354
1501	1475
41765	185
1433	249
266407	1592
3832	859
1834007	773
1140	927
84068	38
598	600
364	927
4189	2094
1525260	747
9679	322
279	40
2014	1943
3525	3115
392738	9364
232753	320
1611042	936
57840	27137
203788	1069
3525	3115
513424	6
912	927
1611042	936
117913	1299
185616	1001
24437	279
206818	15196
27683	926
65264	956
4947410	112
53678	1751
224146	272
25360	20872
78083	679
9450	1511
3867	2059
6291	3176
1043	81
254	534
39262	848
5151	2195
970	400
1221	313
405315	128127
221001	906
10811	3533
322682	37601
7679	336
127	36
3893	1059
267	352
312	603
1122	850
1259676	337
127	106
804394	1370
1607541	93
480412	11948
5922518	483
1780218	2
1040229	725
10270	5625
245591	266
17842623	46964
570772	5390
10693	935
1205166	3329
173872	2804
20288	1568
298668	551
228	302
61590	362
10167	900
14843	12352
1611042	936
127	189
889300	183
5342840	33401
119001	119704
2280149	373178
7157	73
5751	909
1433	249
444	155
47006	7814
236123	858
392738	9364
6119	382
1730	1760
6225470	381
9838	1216
444	155
100151	31383
3914	1439
541611	2140
245591	266
228	302
3317868	58
2273871	4524
10167	900
1682535	1015
335	469
1481379	147521
1970	1491
119001	119704
1912232	33395
265258	209
5751	909
16978	6715
3764	703
1445520	260
3081505	119234
614689	400
725	645
3741	1635
739581	10723
65264	956
38	0
44034	2974
263614	759
1043	81
23230	495
1352348	331
10167	900
1641075	695
159256	169
1641075	695
2931	3124
112	243
34463	29808
347	247
1682535	1015
290	523
1615	403
508213	554
120772	468
9679	322
638283	150
9093	672
1912232	33395
671	215
4189	2094
1097135	830
889300	183
708	631
1352348	331
15385	673
41367	71
1682535	1015
5342840	33401
28613	3557
1962	247
2470	357
127	36
1706188	402
245591	266
220242	357
9542820	2069
3867	2059
5751	909
15002	1945
1043	81
867	413
265258	209
18625	2779
182598	1402
177796	0
28613	3557
127	36
508213	554
1354	375
5501	5908
3867	2059
41367	71
504004	3109
10167	900
871652	140
2260661	233
1352348	331
10294	232
864557	7352
28613	3557
33669	29327
3073	880
285735	276251
1043	974
580544	2799
628	921
95	120
14843	12352
657021	4535
254	534
1433	249
221001	906
3832	859
245591	266
285735	276251
1780218	2
3200	3256
1674046	24246
638283	150
739581	10723
867	413
1090	383
2280149	373178
4557	82
1607541	93
6231	555
26821	24787
254	534
1352348	331
356712	2070
48777	858
1682535	1015
3166413	276
44	79
488553	38857
657	501
127	36
6061284	24
405315	128127
120772	468
182598	1402
4363	221
462071	331717
8168488	76
3525	3115
580544	2799
242529	7561
219	148
5342840	33401
245591	266
787	436
112	243
1257	318
9512	12
45589	862
804394	1370
2632007	5
1352348	331
11147	1500
4189	2094
871652	140
49326	42259
30426	1376
2273871	4524
130850	3394
65264	956
352126	499
24437	279
117913	1299
282305	2114
125512	13701
163145	906
21591	1179
5751	909
125512	13701
5922518	483
41765	185
177796	0
508213	554
245591	266
102116	293
279	40
102116	293
488553	38857
30426	1376
78083	679
32342	2622
4557	82
125512	13701
454514	1479
5715	190
263614	759
44027	113
1720	540
138235	780
71597	44262
232753	320
47006	7814
20542	635
3867	2059
41765	185
828774	904
1720	540
130850	3394
45589	862
488750	320
21591	1179
708	631
206818	15196
219	148
3722	285
4189	2094
1650	1999
236123	858
725	645
203788	1069
1043	974
130850	3394
7157	73
2014	1943
44	79
480412	11948
5996	906
30426	1376
15002	1945
1404323	563
6225470	381
676	243
1294	431
146298	49266
889300	183
1203	689
2651	2838
2672979	78
6088	223
117913	1299
45589	862
32342	2622
60	146
1010	1014
3867	2059
220242	357
32342	2622
2470	357
1720	540
541611	2140
254	341
10693	935
71597	44262
627	1993
1354	375
1611042	936
9512	12
1221	313
1634478	12567
14799	2480
356712	2070
2799	888
228	302
1294	431
565	613
2256591	735
2193	556
127	106
1682535	1015
65264	956
1140	927
3893	1059
7185698	30
102116	293
4073	2390
3867	2059
804394	1370
1294	431
15385	673
128305	213
9512	12
10422587	147
219	148
15002	1945
53678	1751
570772	5390
6232	551
10270	5625
14843	12352
1221	313
8168488	76
1706188	402
3558	399
14843	12352
2672979	78
5342840	33401
1209835	3
3832	859
28613	3557
245591	266
236123	858
5342840	33401
1209835	3
279	40
131920	364
53678	1751
126738	779
6225470	381
219	148
2256591	735
5685	942
1682535	1015
3302480	550744
272	733
6231	555
570772	5390
7271	335
23230	495
2256591	735
3867	2059
405315	128127
1043	974
1040229	725
794	892
2208080	240
400430	462
337	226
7147	737
282305	2114
6499799	899
8168488	76
1720	540
128305	213
224146	272
85138	67047
102116	293
183	185
9679	322
570772	5390
16978	6715
18579	194
1405	69
565	613
1203	689
3081505	119234
4557	82
3764	703
282305	2114
631958	674
4321482	259
352126	499
2280149	373178
20246	945
34802	777
25195	1443
2672979	78
2273871	4524
2696	1718
45589	862
489	473
173872	2804
1445520	260
85138	67047
1953	165
10167	900
1203	689
15385	673
3892	4333
7727	555
30426	1376
182598	1402
631958	674
3166413	276
3914	1439
444	155
58090	6
282305	2114
750	997
444	155
85138	67047
219	148
102116	293
5751	909
266407	1592
10167	900
1445520	260
3742349	58111
60	146
8120	710
1682535	1015
268170	2087
3081505	119234
128305	213
5922518	483
4363	221
57840	27137
470926	322
756715	12949
20542	635
10270	5625
130878	5409
671	215
58090	6
4189	2094
78083	679
120772	468
39262	848
203788	1069
671	215
108768	57
565	613
138235	780
5922518	483
10167	900
1209835	3
28613	3557
488553	38857
5501	5908
1354	375
2256591	735
10693	935
2280149	373178
2260661	233
103	80
1010	1014
1097135	830
130850	3394
186557	90762
1208	364
3867	2059
1097135	830
96531	87
96531	87
1294	431
739581	10723
1674046	24246
196692	2339
49326	42259
7185698	30
948551	75
245591	266
5151	2195
4760	425
708	631
7157	73
9450	1511
220242	357
25360	20872
1097135	830
158467	154157
2745543	7828
638283	150
2260661	233
4947410	112
182598	1402
3638	3341
5922518	483
224146	272
1525260	747
120772	468
3722	285
298668	551
245591	266
364	927
1682535	1015
117913	1299
54453	7688
627	1993
1205166	3329
541611	2140
3166413	276
3867	2059
1611042	936
163145	906
223	168
221001	906
1357	1296
723800	328
794	479
96531	87
2470	357
9512	12
138235	780
976	60
1043	81
11427	1951
697	14
9450	1511
756715	12949
54453	7688
4189	2094
2745543	7828
109	192
405315	128127
73	158
2696	1718
254	534
268170	2087
1834007	773
112	243
143101	128686
11018	160
100836	144
146298	49266
570772	5390
725	645
5501	5908
14843	12352
739581	10723
7185698	30
3081505	119234
20	7
5629637	51683
182598	1402
1611042	936
25360	20872
19562	17637
3893	1059
173872	2804
245591	266
9450	1511
20542	635
10167	900
366460	466
579	675
2964	1074
405315	128127
39262	848
78083	679
96531	87
5501	5908
1720	540
3106	3232
756715	12949
30426	1376
9542820	2069
794	479
1912232	33395
132100	56571
756715	12949
871652	140
95	120
1607541	93
20	7
196692	2339
697	14
9679	322
25360	20872
53678	1751
26821	24787
4321482	259
3525	3115
6231	555
676	243
627	1993
3722	285
314	398
82	143
7360339	95
1674046	24246
103607	53468
3179	297
4321482	259
78731	6212
219	148
5922518	483
794	892
30426	1376
138235	780
2280149	373178
3764	703
5941	1615
71597	44262
723800	328
23230	495
298668	551
103607	53468
3638	3341
7157	73
2014	1943
3764	703
1525260	747
85138	67047
627	1993
32342	2622
1203	689
54453	7688
405315	128127
3892	4333
268170	2087
112	243
108768	57
2275	524
1611042	936
24437	279
26821	24787
6231	555
203788	1069
6839015	968
454514	1479
206818	15196
103607	53468
1043	81
15385	673
889300	183
444	155
1930	2067
3832	859
232753	320
570772	5390
102116	293
756715	12949
1205166	3329
631958	674
30426	1376
864557	7352
125512	13701
1140	927
480412	11948
58090	6
9093	672
177796	0
1912232	33395
3741	1635
126738	779
65804	3053
504004	3109
488553	38857
14843	12352
489	473
7147	737
279	40
15002	1945
570772	5390
2696	1718
78731	6212
335	469
19391	982
282305	2114
96531	87
6119	382
488553	38857
3914	1439
5601	1111
514	807
480412	11948
94	332
100836	144
219	148
8120	710
1352348	331
173872	2804
8168488	76
1043	81
671	215
592	193
1641075	695
1720	540
756715	12949
85138	67047
7185698	30
3741	1635
45589	862
146298	49266
2280149	373178
1674046	24246
11018	160
513424	6
823481	2667
725	645
4947410	112
128305	213
95	120
16978	6715
58090	6
236123	858
5751	909
112	243
48777	858
48711	22845
1352348	331
823481	2667
1525260	747
285735	276251
19562	17637
404679	3866
48711	22845
125438	983
480412	11948
794	479
2273871	4524
8168488	76
404679	3866
5685	942
470926	322
154830	10613
242529	7561
1525260	747
1352348	331
864557	7352
444	155
223	168
242529	7561
78731	6212
27683	926
203788	1069
119001	119704
28613	3557
1912232	33395
627949	150866
33669	29327
5751	909
117913	1299
4321482	259
470926	322
5151	2195
739581	10723
592	193
565	613
1221	313
322682	37601
5342840	33401
10693	935
1433	249
10270	5625
26522	314
112	243
100836	144
1221	313
1611042	936
219	148
44	79
30426	1376
454514	1479
44	79
103607	53468
219	148
6441	346
28613	3557
117913	1299
20	7
591	401
154830	10613
1010	1014
823481	2667
120772	468
565	613
54453	7688
48711	22845
974	1944
5922518	483
49326	42259
7271	335
628	921
3867	2059
224146	272
120772	468
2696	1718
34463	29808
6119	382
21591	1179
1634478	12567
3832	859
708	631
245591	266
627	1993
57840	27137
1404323	563
697	14
254	341
1150	300
871652	140
224146	272
290	355
215	132
611	285
25360	20872
98788	2354
565	613
95	120
5941	1615
263614	759
44	79
96531	87
173872	2804
127	36
265258	209
739581	10723
1257	318
3764	703
627	1993
2470	357
95	120
6231	555
9679	322
565	613
78083	679
2672979	78
565	613
5151	2195
154830	10613
132100	56571
10270	5625
2014	1943
85138	67047
11147	1500
5751	909
54453	7688
3832	859
1720	540
400	370
54453	7688
627	1993
7185698	30
4947410	112
1097135	830
1040229	725
32342	2622
30426	1376
614689	400
19562	17637
2280149	373178
723800	328
725	645
1706188	402
28613	3557
708	631
60	146
298668	551
21	193
206818	15196
1352348	331
1097135	830
138235	780
25195	1443
1481379	147521
33669	29327
725	645
1595	328
1404323	563
1040229	725
501043	3289
158467	154157
67736	30523
112	243
16978	6715
5708469	33
1404323	563
614689	400
3540	1900
181963	208
322682	37601
14363	65
809	1388
9450	1511
1040229	725
154830	10613
272	733
7157	73
1611042	936
44	79
489	473
1010	1014
8168488	76
867	413
47006	7814
2651	2838
3867	2059
232753	320
245591	266
2280149	373178
2256591	735
444	155
1445520	260
163145	906
627	1993
6500	494
130878	5409
1043	974
3330	2163
756715	12949
177796	0
9941	86
263614	759
298668	551
3867	2059
232753	320
44	79
2696	807
85138	67047
7147	737
501043	3289
8168488	76
9679	322
513424	6
21591	1179
272	733
1634478	12567
28613	3557
444	155
9093	672
323	542
1209835	3
3832	859
1040229	725
182598	1402
462071	331717
158467	154157
828774	904
100151	31383
232753	320
185616	1001
2403	1
513424	6
3751	1342
224146	272
11147	1500
504004	3109
889300	183
85138	67047
1891961	302
173872	2804
1050	1398
404679	3866
570772	5390
1271	1503
708	631
1010	1014
2642	994
13373	1385
3042715	3811
3200	3256
5501	5908
881	316
41367	71
541611	2140
7554	1711
20	7
181963	208
1043	81
2696	1718
1294	431
1043	81
627	1993
573	1260
41367	71
1203	689
580544	2799
9450	1511
11427	1951
44	79
236123	858
3867	2059
108768	57
23230	495
5922518	483
228	302
470926	322
366460	466
1612720	285
9542820	2069
196692	2339
20542	635
65264	956
3081505	119234
148	398
323	542
1043	81
489	473
219	148
39262	848
85138	67047
828774	904
10693	935
7147	737
1682535	1015
5275	0
38	0
3525	3115
285735	276251
676	243
21	193
3892	4333
3081505	119234
739581	10723
14843	12352
5941	1615
265258	209
501043	3289
5151	2195
224146	272
9093	672
57840	27137
366460	466
11427	1951
1354	375
8120	710
209	454
1040229	725
