MonthlyDate,StateName,LossCode
6/1/2010,Delaware,dc-
12/1/2010,Delaware,tort
9/1/2011,Delaware,sui
2/1/2010,Indiana,dc-
6/1/2010,Mississippi,accer
11/1/2010,Mississippi,dc-
7/1/2011,Mississippi,flron
7/1/2010,Mississippi,dep
10/1/2011,Mississippi,tort
2/1/2011,Connecticut,er-mt
8/1/2011,Connecticut,er-x
5/1/2011,Nevada,dep
9/1/2010,Colorado,medh
8/1/2010,Nebraska,accer
11/1/2010,Idaho,hemn
9/1/2011,Oklahoma,pulb
1/1/2011,Idaho,dc-
4/1/2010,Indiana,cheh
6/1/2010,North Carolina,surmp
9/1/2010,Washington,medpa
8/1/2011,Maryland,medh
3/1/2010,Wisconsin,pulhr
8/1/2010,Vermont,revm
5/1/2010,Vermont,oth
7/1/2011,Vermont,hemn
8/1/2010,Vermont,nglhr
8/1/2010,Vermont,oth
7/1/2010,Vermont,nurf
8/1/2011,Vermont,inf
11/1/2011,Arizona,medh
10/1/2010,Delaware,tort
9/1/2010,Louisiana,er-mt
3/1/2010,Utah,obgor
6/1/2010,Tennessee,nurf
5/1/2011,Hawaii,medpa
4/1/2011,Hawaii,er-
1/1/2011,Hawaii,er-
11/1/2010,Hawaii,sui
4/1/2011,Hawaii,medpa
10/1/2011,Hawaii,carr
8/1/2011,Missouri,er-mt
7/1/2010,Minnesota,revm
1/1/2011,Minnesota,nurf
11/1/2011,Minnesota,suit
10/1/2011,Oregon,er-x
9/1/2010,New Hampshire,er-x
7/1/2010,New Hampshire,medpa
2/1/2011,New Hampshire,nglhr
11/1/2010,New Hampshire,medh
4/1/2010,New York,flrst
3/1/2010,Nevada,flrf
5/1/2011,Nevada,accer
3/1/2010,Maryland,sui
9/1/2010,Maryland,obgor
10/1/2011,Maryland,pulb
11/1/2010,Pennsylvania,flron
4/1/2010,Iowa,carr
11/1/2010,Iowa,flrf
2/1/2011,Minnesota,sui
3/1/2010,Washington,accer
4/1/2011,Maine,flrf
9/1/2010,Maine,revm
6/1/2011,Maine,flrf
7/1/2010,Wyoming,flr
8/1/2010,New Mexico,medpa
10/1/2011,New Mexico,dc-
11/1/2010,New Mexico,dc-
5/1/2010,New Mexico,er-x
7/1/2010,New Mexico,medh
3/1/2011,New Mexico,inf
7/1/2011,New Mexico,pulhr
10/1/2011,South Carolina,flron
5/1/2010,New Mexico,tort
8/1/2011,New Mexico,accer
12/1/2010,Idaho,er-
12/1/2010,Idaho,surmp
11/1/2010,Missouri,carr
2/1/2011,Washington,er-
3/1/2011,Wyoming,nurf
11/1/2010,Wyoming,flr
4/1/2011,Wyoming,er-
10/1/2010,Hawaii,tort
11/1/2010,Hawaii,surmp
10/1/2010,Hawaii,oth
8/1/2011,Missouri,medpa
5/1/2010,Missouri,hemn
7/1/2011,Alabama,cheh
2/1/2011,Virginia,hemn
10/1/2011,Virginia,obgor
12/1/2010,Hawaii,sui
4/1/2011,Mississippi,flr
4/1/2011,Mississippi,inf
6/1/2011,Mississippi,er-
8/1/2010,Mississippi,medpa
5/1/2010,Washington,er-ag
11/1/2011,North Carolina,medlr
4/1/2010,North Carolina,tort
11/1/2010,Kentucky,accer
4/1/2011,Oregon,suit
6/1/2010,South Carolina,obgor
8/1/2010,South Carolina,er-
7/1/2010,Oregon,dc-
3/1/2011,Alabama,accer
6/1/2010,Alabama,oth
11/1/2011,Pennsylvania,medh
5/1/2010,New York,er-x
2/1/2011,New Mexico,medpa
1/1/2011,New Mexico,flrst
5/1/2010,New Mexico,obgor
10/1/2010,New Mexico,oth
7/1/2010,New Jersey,impay
1/1/2010,Maryland,revm
4/1/2011,Pennsylvania,flron
4/1/2011,Connecticut,cheh
3/1/2010,Alabama,dc-
5/1/2010,Alabama,oth
9/1/2011,Alabama,flrf
8/1/2011,Alabama,obgor
4/1/2010,Illinois,hemn
4/1/2010,South Carolina,medlr
3/1/2010,Washington,sui
11/1/2011,Washington,er-
7/1/2010,Iowa,pulhr
1/1/2011,Iowa,flr
9/1/2011,Nebraska,emt
10/1/2011,Missouri,er-x
10/1/2010,Alabama,er-
7/1/2011,Alabama,medpa
5/1/2010,Washington,nglhr
10/1/2011,Washington,pulb
10/1/2011,Washington,nglhr
5/1/2010,Tennessee,flrst
11/1/2011,Georgia,flrst
7/1/2011,Connecticut,nurf
11/1/2011,Georgia,pulhr
6/1/2010,Idaho,nurf
8/1/2011,Idaho,er-ag
12/1/2010,New Hampshire,carr
9/1/2010,Oregon,medlr
9/1/2011,Oregon,hemn
2/1/2011,Maryland,inf
5/1/2010,Tennessee,er-
4/1/2011,South Carolina,medpa
2/1/2011,Puerto Rico,pulb
3/1/2010,Iowa,cheh
3/1/2010,New York,pulhr
12/1/2010,Minnesota,medh
10/1/2010,Minnesota,er-
9/1/2010,Minnesota,er-x
10/1/2011,Colorado,sui
10/1/2010,New Mexico,inf
6/1/2011,New Mexico,medlr
5/1/2011,New Mexico,er-mt
8/1/2011,New York,er-x
9/1/2011,Washington,er-mt
10/1/2010,Connecticut,er-x
10/1/2011,Washington,er-ag
2/1/2010,Minnesota,flrst
8/1/2010,West Virginia,er-mt
3/1/2010,West Virginia,pulb
10/1/2010,West Virginia,hemn
5/1/2011,West Virginia,cheh
2/1/2011,West Virginia,pulb
5/1/2010,Hawaii,carr
4/1/2010,Hawaii,medh
3/1/2011,Hawaii,revm
3/1/2010,Utah,flron
3/1/2010,New Hampshire,cheh
12/1/2010,New Hampshire,flrst
11/1/2010,New Hampshire,flr
3/1/2010,Washington,revm
5/1/2010,Minnesota,medpa
6/1/2011,Minnesota,dep
4/1/2010,Kentucky,dc-
11/1/2010,Kentucky,inf
9/1/2011,New Hampshire,flrf
8/1/2011,New Hampshire,oth
10/1/2011,North Dakota,pulb
5/1/2010,New Mexico,impay
8/1/2011,New Mexico,flrst
1/1/2011,South Carolina,flrf
10/1/2011,South Carolina,er-x
4/1/2010,Hawaii,medpa
5/1/2011,Hawaii,oth
2/1/2011,Hawaii,er-
10/1/2010,Hawaii,medpa
11/1/2011,Hawaii,obgor
4/1/2010,Arizona,er-x
3/1/2010,Wisconsin,flrf
1/1/2011,Louisiana,carr
2/1/2010,Nevada,medpa
8/1/2010,Nevada,flron
1/1/2011,Vermont,nurf
6/1/2010,Vermont,flrst
7/1/2010,Vermont,pulhr
12/1/2010,Vermont,pulhr
1/1/2011,Vermont,er-
3/1/2011,Hawaii,dc-
11/1/2010,Hawaii,revm
6/1/2010,Hawaii,pulhr
10/1/2010,Oregon,dc-
7/1/2010,Maryland,hemn
5/1/2011,Maryland,accer
11/1/2010,Iowa,dc-
2/1/2010,Arizona,flr
9/1/2011,Arizona,dep
2/1/2011,Virginia,flrst
2/1/2011,Kentucky,dc-
6/1/2011,Kentucky,flron
4/1/2010,Utah,nurf
2/1/2010,Pennsylvania,medpa
9/1/2011,Oregon,flron
3/1/2011,Hawaii,surmp
10/1/2011,Hawaii,sui
4/1/2011,Delaware,oth
6/1/2010,Delaware,inf
4/1/2010,Missouri,impay
9/1/2010,Massachusetts,medpa
11/1/2011,Massachusetts,nurf
6/1/2011,North Dakota,medlr
5/1/2011,Alabama,er-
4/1/2010,South Carolina,er-ag
10/1/2010,Iowa,surmp
1/1/2011,Mississippi,emt
5/1/2010,Mississippi,suit
8/1/2011,Mississippi,pulb
10/1/2011,Mississippi,suit
11/1/2010,Mississippi,er-ag
11/1/2011,Mississippi,pulhr
4/1/2011,Washington,flron
9/1/2011,Maryland,sui
2/1/2010,New Mexico,pulb
6/1/2011,New Mexico,sui
6/1/2010,New Mexico,er-x
1/1/2011,Montana,medh
9/1/2010,Montana,flrst
11/1/2010,Montana,revm
1/1/2011,Montana,dc-
3/1/2010,North Carolina,pulb
12/1/2010,North Carolina,inf
6/1/2011,New Hampshire,flrf
4/1/2010,Maryland,flrst
11/1/2011,Kentucky,sui
6/1/2010,Kentucky,suit
9/1/2011,Kentucky,er-x
11/1/2011,South Carolina,flrst
4/1/2010,Louisiana,flron
11/1/2011,Louisiana,revm
5/1/2011,Colorado,accer
2/1/2010,Minnesota,accer
6/1/2010,Minnesota,medpa
8/1/2010,North Carolina,impay
10/1/2011,Pennsylvania,pulhr
4/1/2010,New Hampshire,pulb
11/1/2010,New Hampshire,flrf
9/1/2011,New Hampshire,flron
3/1/2010,Texas,flrf
8/1/2010,Nevada,er-mt
8/1/2010,Oregon,accer
8/1/2011,Oregon,flrf
4/1/2010,North Carolina,flron
12/1/2010,Oregon,er-ag
9/1/2011,Oregon,sui
9/1/2010,Oregon,hemn
3/1/2011,Oregon,carr
9/1/2011,Washington,dc-
7/1/2010,Delaware,accer
3/1/2011,Delaware,emt
7/1/2010,Delaware,tort
4/1/2011,Delaware,accer
3/1/2011,Delaware,medh
8/1/2011,Colorado,medpa
5/1/2010,Maryland,flron
10/1/2010,Minnesota,flrst
6/1/2011,Iowa,pulhr
10/1/2010,Tennessee,er-
4/1/2011,Rhode Island,flron
12/1/2010,Rhode Island,oth
3/1/2011,Rhode Island,pulhr
6/1/2011,Rhode Island,sui
8/1/2010,Alabama,inf
9/1/2011,Alabama,suit
10/1/2011,Alabama,er-
12/1/2010,Oregon,flron
7/1/2010,Oregon,surmp
1/1/2011,Colorado,er-ag
4/1/2010,Washington,revm
9/1/2011,Hawaii,flrst
6/1/2010,Kansas,er-x
4/1/2010,Colorado,dc-
7/1/2010,Colorado,flron
5/1/2010,Colorado,pulhr
10/1/2011,Indiana,flrst
7/1/2011,West Virginia,suit
7/1/2010,Hawaii,er-x
3/1/2010,Indiana,er-x
5/1/2010,North Carolina,hemn
9/1/2011,Connecticut,dep
4/1/2011,New Hampshire,tort
2/1/2011,New Hampshire,pulb
8/1/2010,New Hampshire,surmp
1/1/2011,New Hampshire,accer
8/1/2010,New Hampshire,flrst
12/1/2010,New Hampshire,medh
5/1/2010,Colorado,surmp
7/1/2011,Mississippi,hemn
10/1/2010,Mississippi,tort
6/1/2011,Mississippi,oth
8/1/2010,Connecticut,er-x
5/1/2010,Puerto Rico,inf
9/1/2011,Puerto Rico,flrf
4/1/2010,South Carolina,pulb
10/1/2010,South Carolina,surmp
8/1/2010,Virginia,accer
3/1/2010,Virginia,hemn
10/1/2010,New Mexico,impay
9/1/2011,Ohio,hemn
3/1/2011,Nevada,accer
11/1/2011,Arizona,accer
5/1/2010,Kansas,er-ag
6/1/2011,Kansas,er-ag
9/1/2010,Maryland,dc-
8/1/2010,Maryland,flr
4/1/2010,Washington,er-ag
10/1/2011,Colorado,cheh
4/1/2010,Oregon,flr
10/1/2010,Oregon,impay
9/1/2011,Minnesota,medpa
7/1/2011,Alaska,dc-
8/1/2010,Alaska,accer
6/1/2011,Maine,nurf
4/1/2011,Kentucky,pulhr
8/1/2011,Kentucky,cheh
2/1/2010,Iowa,medpa
7/1/2011,Iowa,medlr
2/1/2010,Iowa,cheh
9/1/2011,Iowa,obgor
10/1/2011,Iowa,inf
2/1/2011,Arizona,oth
2/1/2010,Colorado,accer
4/1/2010,Colorado,er-ag
4/1/2011,Colorado,flrst
8/1/2011,Tennessee,dc-
4/1/2010,Iowa,pulhr
3/1/2010,Iowa,surmp
8/1/2010,Iowa,nglhr
9/1/2011,Iowa,tort
8/1/2011,Iowa,nglhr
4/1/2011,Kentucky,er-
3/1/2011,Arizona,flr
12/1/2010,Hawaii,hemn
9/1/2011,Hawaii,obgor
5/1/2011,Hawaii,inf
10/1/2011,Michigan,inf
4/1/2010,Arizona,pulhr
3/1/2011,South Carolina,emt
3/1/2010,South Carolina,er-x
1/1/2011,South Carolina,inf
6/1/2011,South Carolina,inf
9/1/2011,Missouri,er-x
7/1/2010,North Carolina,flrf
3/1/2010,New York,medlr
6/1/2011,North Carolina,flrf
12/1/2010,New Hampshire,cheh
5/1/2011,Idaho,accer
9/1/2011,Connecticut,inf
2/1/2010,New York,medh
4/1/2011,Maine,dc-
5/1/2011,Maine,accer
3/1/2011,Maine,pulhr
2/1/2011,Maine,pulb
9/1/2010,Maine,emt
2/1/2010,Wisconsin,tort
4/1/2010,Hawaii,tort
5/1/2010,Hawaii,flrst
6/1/2011,Hawaii,pulhr
11/1/2010,Hawaii,er-mt
8/1/2011,Hawaii,impay
11/1/2011,Wisconsin,dc-
6/1/2011,Hawaii,nurf
3/1/2011,Hawaii,pulb
7/1/2011,Hawaii,dep
10/1/2011,Hawaii,surmp
9/1/2011,Nevada,er-ag
9/1/2011,Tennessee,oth
3/1/2010,Oklahoma,impay
3/1/2010,Idaho,nurf
1/1/2011,Hawaii,sui
9/1/2011,Hawaii,medh
3/1/2011,Idaho,er-x
2/1/2011,Kentucky,hemn
3/1/2010,Minnesota,suit
7/1/2011,Minnesota,flron
4/1/2010,Texas,er-mt
7/1/2010,Arizona,emt
7/1/2011,Oregon,oth
12/1/2011,Texas,tort
4/1/2010,Colorado,obgor
9/1/2010,Hawaii,surmp
8/1/2010,Hawaii,suit
6/1/2010,Iowa,pulhr
2/1/2010,Nebraska,flron
10/1/2011,Nebraska,flrf
5/1/2010,Maine,accer
11/1/2010,Maine,nglhr
10/1/2010,Maine,hemn
1/1/2011,Montana,impay
7/1/2010,Montana,carr
3/1/2010,New Mexico,medpa
5/1/2011,New Hampshire,flrst
6/1/2010,New Hampshire,flrf
8/1/2011,New Hampshire,obgor
3/1/2011,New Hampshire,nglhr
3/1/2011,New Hampshire,suit
9/1/2011,New Hampshire,tort
4/1/2011,Tennessee,dep
6/1/2010,Tennessee,flron
8/1/2011,Tennessee,nurf
4/1/2010,New Jersey,inf
10/1/2011,New Jersey,obgor
3/1/2011,Nebraska,cheh
2/1/2010,Iowa,dc-
3/1/2011,Minnesota,flrst
4/1/2010,Alabama,obgor
9/1/2011,Alabama,revm
10/1/2010,Maine,dc-
10/1/2010,Alaska,sui
4/1/2010,Alaska,er-
8/1/2011,Alaska,cheh
4/1/2011,Maine,inf
6/1/2011,Maine,medlr
10/1/2010,Maine,nurf
5/1/2010,North Carolina,flrst
5/1/2011,Maryland,nglhr
5/1/2011,Connecticut,er-x
4/1/2010,Hawaii,er-x
6/1/2011,Hawaii,sui
4/1/2011,Nevada,medlr
12/1/2011,California,er-
3/1/2010,Tennessee,medh
5/1/2011,New Hampshire,revm
3/1/2011,New Hampshire,er-mt
11/1/2010,New Hampshire,impay
2/1/2011,New Hampshire,medpa
4/1/2010,Delaware,pulhr
7/1/2011,Tennessee,accer
2/1/2010,Washington,suit
11/1/2010,Connecticut,medlr
5/1/2011,Connecticut,impay
3/1/2011,Puerto Rico,oth
4/1/2011,Puerto Rico,flrf
5/1/2010,Alaska,suit
3/1/2010,Alaska,cheh
11/1/2010,Alaska,medlr
1/1/2011,Alaska,flron
12/1/2010,Alaska,medpa
8/1/2011,Alaska,flron
3/1/2011,Alaska,inf
7/1/2010,Alaska,er-
8/1/2011,Alaska,medlr
10/1/2011,Ohio,impay
7/1/2010,New Jersey,er-
5/1/2010,Nevada,er-x
8/1/2011,Connecticut,suit
7/1/2010,Connecticut,er-x
1/1/2011,New Hampshire,medlr
7/1/2010,New Hampshire,medh
8/1/2010,New Hampshire,pulb
6/1/2011,New Hampshire,nglhr
4/1/2010,Vermont,accer
9/1/2010,Vermont,obgor
6/1/2010,Vermont,impay
10/1/2010,Vermont,oth
7/1/2011,Vermont,nglhr
11/1/2011,Virginia,cheh
9/1/2010,Iowa,dc-
9/1/2011,Iowa,er-ag
3/1/2010,Arkansas,carr
4/1/2011,South Carolina,er-ag
8/1/2010,Rhode Island,revm
11/1/2010,New Hampshire,nglhr
2/1/2011,New Hampshire,hemn
2/1/2011,New Hampshire,er-
4/1/2010,New Hampshire,hemn
11/1/2010,New Hampshire,accer
8/1/2011,North Carolina,pulhr
4/1/2011,Washington,accer
5/1/2010,Minnesota,dc-
9/1/2010,Minnesota,cheh
8/1/2010,Kentucky,accer
6/1/2010,Colorado,hemn
6/1/2011,Puerto Rico,dc-
7/1/2010,Puerto Rico,flrst
7/1/2010,Puerto Rico,er-mt
1/1/2011,Iowa,nglhr
4/1/2010,New Hampshire,pulhr
2/1/2010,Pennsylvania,pulb
10/1/2010,Tennessee,er-ag
4/1/2011,Pennsylvania,er-ag
12/1/2010,New Mexico,er-
3/1/2011,New Mexico,flr
3/1/2010,New Mexico,impay
3/1/2010,Colorado,accer
7/1/2010,Minnesota,flrst
11/1/2011,Hawaii,medh
1/1/2011,New Mexico,carr
6/1/2011,New Mexico,carr
11/1/2011,New Mexico,surmp
11/1/2010,Delaware,sui
2/1/2011,Delaware,sui
9/1/2010,Delaware,inf
7/1/2010,Puerto Rico,dep
6/1/2011,Nevada,inf
3/1/2010,Virginia,inf
4/1/2010,Virginia,flrf
3/1/2010,Minnesota,carr
2/1/2010,Michigan,medpa
6/1/2011,Washington,revm
2/1/2011,Maine,oth
10/1/2011,Maine,emt
1/1/2011,Maine,impay
2/1/2011,Maine,obgor
5/1/2011,Maine,flron
11/1/2010,Maine,cheh
6/1/2011,Idaho,medpa
3/1/2010,Washington,oth
2/1/2010,Washington,sui
6/1/2011,Minnesota,emt
5/1/2011,Kansas,inf
6/1/2010,Alabama,flrf
9/1/2011,New Jersey,emt
6/1/2011,Iowa,suit
5/1/2010,Washington,pulhr
11/1/2010,Washington,hemn
3/1/2010,Arizona,flron
9/1/2011,Arizona,carr
6/1/2010,Maine,emt
9/1/2010,Maine,oth
9/1/2010,Maine,impay
4/1/2010,Delaware,emt
6/1/2011,Delaware,impay
9/1/2011,Delaware,flron
11/1/2011,Delaware,impay
7/1/2010,Hawaii,accer
10/1/2010,Minnesota,er-ag
8/1/2011,Nevada,nurf
6/1/2010,Maryland,er-
6/1/2011,Rhode Island,nglhr
4/1/2010,Hawaii,obgor
5/1/2011,Hawaii,er-ag
10/1/2011,Pennsylvania,flr
2/1/2011,Hawaii,revm
8/1/2011,Hawaii,medh
10/1/2011,Arizona,nurf
6/1/2011,Oregon,hemn
7/1/2010,Oregon,flrf
7/1/2011,New Hampshire,accer
2/1/2011,Maine,surmp
3/1/2010,Connecticut,carr
6/1/2010,Washington,er-x
10/1/2011,Utah,dep
6/1/2010,Connecticut,medh
7/1/2010,Connecticut,hemn
6/1/2010,Puerto Rico,flrf
4/1/2010,Idaho,medlr
11/1/2011,Idaho,inf
11/1/2010,Montana,cheh
8/1/2010,Montana,pulb
9/1/2010,Montana,obgor
5/1/2010,Iowa,medh
4/1/2011,Iowa,cheh
6/1/2011,Idaho,inf
12/1/2010,Connecticut,inf
5/1/2011,Delaware,sui
6/1/2010,Delaware,cheh
4/1/2011,Delaware,surmp
10/1/2011,Indiana,emt
2/1/2011,West Virginia,carr
7/1/2010,West Virginia,medh
2/1/2011,West Virginia,er-x
1/1/2011,West Virginia,pulhr
3/1/2011,West Virginia,obgor
9/1/2010,Mississippi,flrf
7/1/2010,Hawaii,cheh
8/1/2010,West Virginia,suit
8/1/2010,West Virginia,pulhr
10/1/2010,West Virginia,dep
7/1/2010,Nevada,er-ag
5/1/2010,Connecticut,medh
9/1/2010,Wyoming,hemn
8/1/2011,Wyoming,flrf
10/1/2010,Wyoming,emt
9/1/2011,Wyoming,impay
8/1/2011,Virginia,hemn
2/1/2011,Pennsylvania,er-
11/1/2010,North Dakota,medpa
3/1/2010,Wisconsin,flron
6/1/2010,Maine,medh
4/1/2010,Maine,medpa
7/1/2011,Maine,sui
6/1/2010,Minnesota,surmp
2/1/2011,Oregon,dc-
7/1/2010,Wyoming,oth
6/1/2010,Maine,flrst
3/1/2011,Maine,emt
6/1/2011,Colorado,suit
6/1/2010,New Mexico,er-
5/1/2010,New Mexico,dep
3/1/2010,Rhode Island,pulb
2/1/2011,North Dakota,cheh
7/1/2011,North Dakota,cheh
9/1/2010,North Dakota,er-
2/1/2010,Kentucky,revm
5/1/2010,Kentucky,hemn
4/1/2010,Colorado,suit
5/1/2010,Oregon,er-mt
12/1/2011,Oregon,carr
3/1/2010,New York,flron
5/1/2011,Arkansas,er-
9/1/2010,Alabama,cheh
2/1/2010,Tennessee,pulb
5/1/2010,Massachusetts,er-x
5/1/2011,Massachusetts,er-
10/1/2011,Washington,medlr
6/1/2011,Hawaii,carr
3/1/2011,Hawaii,medh
10/1/2010,Colorado,nurf
6/1/2010,New Mexico,emt
6/1/2011,New Mexico,hemn
1/1/2011,New Mexico,medlr
8/1/2010,Idaho,emt
9/1/2011,Ohio,impay
12/1/2010,Arizona,tort
11/1/2011,Oklahoma,accer
2/1/2010,New Hampshire,carr
5/1/2010,New Hampshire,nglhr
9/1/2011,New Hampshire,impay
11/1/2010,Connecticut,obgor
4/1/2011,Connecticut,dc-
4/1/2011,Connecticut,carr
12/1/2010,Connecticut,flrst
4/1/2010,New Mexico,flrf
10/1/2010,New Mexico,pulhr
9/1/2010,Hawaii,hemn
7/1/2010,Hawaii,medpa
10/1/2010,Hawaii,cheh
11/1/2010,Rhode Island,hemn
6/1/2010,Rhode Island,cheh
3/1/2011,Montana,nurf
10/1/2010,Montana,carr
9/1/2011,Montana,dep
6/1/2011,Montana,er-x
7/1/2011,Idaho,flrf
4/1/2010,Connecticut,surmp
2/1/2011,Minnesota,er-x
2/1/2010,Nevada,sui
4/1/2010,Maine,er-x
6/1/2011,Maine,flr
5/1/2010,Maine,surmp
8/1/2011,Maine,dep
3/1/2011,Maine,nglhr
4/1/2010,Pennsylvania,flrst
1/1/2011,South Carolina,nurf
7/1/2010,Virginia,suit
4/1/2010,South Carolina,impay
2/1/2010,South Dakota,medlr
4/1/2010,South Dakota,sui
7/1/2011,South Dakota,surmp
7/1/2011,South Dakota,hemn
7/1/2011,South Dakota,er-mt
8/1/2011,South Dakota,suit
8/1/2010,South Dakota,er-ag
7/1/2011,Massachusetts,er-mt
5/1/2010,Nebraska,inf
4/1/2011,Tennessee,carr
8/1/2011,New Mexico,pulhr
4/1/2010,New Hampshire,revm
6/1/2011,Oregon,er-mt
11/1/2011,Texas,er-mt
4/1/2010,Delaware,flrf
9/1/2011,Ohio,carr
7/1/2010,Delaware,oth
3/1/2011,Delaware,revm
2/1/2011,Delaware,er-x
3/1/2010,Hawaii,carr
3/1/2010,Montana,tort
5/1/2010,District of Columbia,emt
1/1/2011,District of Columbia,surmp
4/1/2010,District of Columbia,sui
5/1/2011,District of Columbia,er-x
1/1/2011,District of Columbia,flrst
8/1/2010,District of Columbia,revm
10/1/2011,District of Columbia,cheh
4/1/2010,Oregon,nglhr
3/1/2010,Illinois,er-ag
4/1/2011,Hawaii,accer
9/1/2011,North Carolina,flron
9/1/2011,Arizona,pulb
8/1/2011,Washington,flron
12/1/2010,New Hampshire,er-ag
7/1/2010,New Hampshire,dep
5/1/2010,Tennessee,cheh
6/1/2011,Tennessee,pulhr
11/1/2011,Connecticut,medh
3/1/2010,New Mexico,emt
9/1/2010,New Mexico,pulb
4/1/2010,New Mexico,pulb
6/1/2011,New Mexico,pulb
6/1/2010,Missouri,tort
3/1/2010,Wisconsin,medlr
10/1/2011,Oregon,flrst
10/1/2011,New Jersey,er-
5/1/2010,Minnesota,hemn
6/1/2011,Pennsylvania,impay
11/1/2010,Massachusetts,flron
1/1/2011,Massachusetts,er-x
2/1/2010,Michigan,flrf
2/1/2010,Kansas,dc-
12/1/2010,District of Columbia,accer
1/1/2011,District of Columbia,tort
9/1/2010,District of Columbia,flrf
4/1/2011,District of Columbia,er-
1/1/2011,District of Columbia,er-mt
10/1/2010,District of Columbia,dep
10/1/2010,District of Columbia,oth
3/1/2011,Nebraska,inf
2/1/2011,Nebraska,flr
4/1/2010,Wyoming,obgor
10/1/2010,Wyoming,suit
10/1/2011,Wyoming,er-x
12/1/2011,South Carolina,pulb
4/1/2010,Colorado,nglhr
6/1/2010,Idaho,dep
11/1/2010,Idaho,flr
8/1/2011,New Jersey,flrst
2/1/2010,Kansas,hemn
9/1/2011,Idaho,inf
12/1/2010,Idaho,carr
8/1/2010,Hawaii,er-
5/1/2011,Kentucky,flron
9/1/2011,Kentucky,emt
11/1/2011,New York,flr
3/1/2010,Nevada,hemn
1/1/2011,Wyoming,flr
11/1/2010,Wyoming,emt
10/1/2011,Wyoming,dep
10/1/2010,Delaware,carr
5/1/2011,Delaware,dep
10/1/2010,Delaware,oth
9/1/2011,Delaware,medlr
3/1/2010,Ohio,cheh
10/1/2010,Vermont,obgor
10/1/2010,Vermont,pulb
9/1/2010,Vermont,sui
7/1/2010,Vermont,revm
6/1/2010,Vermont,inf
9/1/2011,Vermont,tort
9/1/2011,Wisconsin,flrst
7/1/2011,Louisiana,suit
4/1/2010,Washington,cheh
4/1/2010,Virginia,er-mt
6/1/2010,Hawaii,medlr
4/1/2010,New Mexico,medlr
7/1/2011,New Mexico,emt
3/1/2011,New Mexico,accer
8/1/2011,New Mexico,cheh
10/1/2011,New Mexico,flron
12/1/2010,Minnesota,flron
12/1/2010,Idaho,flron
3/1/2010,Maryland,carr
5/1/2010,Colorado,er-mt
3/1/2010,Oregon,medh
1/1/2011,Missouri,medlr
11/1/2011,Missouri,obgor
8/1/2011,Nebraska,er-mt
10/1/2010,Nevada,flr
7/1/2011,Nevada,impay
5/1/2010,Iowa,inf
3/1/2010,Montana,dep
7/1/2011,Montana,pulb
2/1/2011,Montana,nglhr
7/1/2010,Montana,pulb
11/1/2011,Montana,flr
7/1/2011,Iowa,sui
11/1/2011,Kansas,sui
10/1/2011,Minnesota,emt
3/1/2011,Alabama,carr
8/1/2011,Alabama,er-x
8/1/2011,Hawaii,er-x
4/1/2010,Montana,medpa
4/1/2010,Montana,revm
12/1/2010,Montana,flr
6/1/2011,Montana,obgor
7/1/2010,Montana,cheh
9/1/2011,Montana,flrf
4/1/2010,Nebraska,impay
2/1/2010,Oregon,emt
7/1/2010,Oregon,accer
5/1/2010,Louisiana,dep
5/1/2010,Louisiana,er-x
9/1/2010,Arizona,hemn
9/1/2010,Hawaii,flrst
8/1/2010,Hawaii,flron
8/1/2011,Hawaii,nurf
6/1/2010,Hawaii,dc-
2/1/2011,Hawaii,accer
12/1/2010,Connecticut,er-ag
9/1/2011,Minnesota,nglhr
5/1/2010,Hawaii,medlr
5/1/2011,Hawaii,pulhr
7/1/2011,Hawaii,medh
3/1/2010,Oregon,cheh
3/1/2010,Maryland,er-ag
7/1/2010,Maryland,emt
4/1/2010,Ohio,hemn
10/1/2011,Oklahoma,flr
2/1/2010,Connecticut,er-ag
10/1/2011,Connecticut,cheh
11/1/2011,Alabama,sui
7/1/2010,Delaware,er-x
3/1/2010,Illinois,medlr
8/1/2010,Iowa,medpa
3/1/2011,Oregon,er-ag
11/1/2010,Idaho,nglhr
12/1/2010,Idaho,medpa
5/1/2010,Maryland,dep
8/1/2010,South Carolina,accer
2/1/2010,Washington,er-mt
3/1/2010,Washington,flron
8/1/2010,District of Columbia,pulb
4/1/2010,District of Columbia,obgor
5/1/2011,District of Columbia,hemn
3/1/2011,District of Columbia,sui
12/1/2010,District of Columbia,emt
12/1/2010,District of Columbia,dep
9/1/2011,District of Columbia,medlr
3/1/2010,Puerto Rico,medh
4/1/2010,Puerto Rico,hemn
2/1/2010,North Carolina,pulb
8/1/2010,Connecticut,medh
12/1/2010,New Jersey,impay
7/1/2010,Missouri,flron
5/1/2010,Arkansas,er-
4/1/2010,Kansas,inf
3/1/2010,Iowa,nurf
5/1/2010,Nevada,pulb
8/1/2011,Hawaii,cheh
3/1/2010,Georgia,emt
10/1/2011,Illinois,er-
8/1/2010,Alaska,flrf
11/1/2010,Vermont,nglhr
6/1/2010,Vermont,er-x
6/1/2011,Vermont,impay
8/1/2011,Vermont,sui
10/1/2010,Vermont,carr
6/1/2010,Vermont,flrf
5/1/2011,Vermont,sui
5/1/2011,Vermont,flr
11/1/2010,South Dakota,inf
1/1/2011,South Dakota,accer
4/1/2011,South Dakota,flron
10/1/2010,South Dakota,accer
5/1/2011,South Dakota,medlr
